article_index,experiment_number,author,year,title,journal,url,searchterms,N_participants_recruited,N_participants_after_filtering,N_participants_per_item,part_profile,part_recruitment,compensation,demographics_reported,language,N_experiments,experiment_num_orig,N_conditions,N_conditions_reported,N_items_per_condition,design_type,between_subj_condition,balanced_items,exp_blocking,randomization,N_trials_per_participant,N_pre-test,N_post-test,multiple_tasks,confidence_design,N_target_items,N_target_items_per_participant,N_fillers,N_items_reported,linguistic_phenomenon,item_construction,item_balance,item_plausibility,contextualization,confidence_stimuli,instructions,rating_terminology,response_scale,response_levels,response_comparison,presentation_modality,task_review,task_timing,delivery_format,task_duration,task_supervision,pilot_testing,confidence,breaks,comprehension,confidence_task,stat_scale,preprocessing,software,statistical_test,bayesian,random_effects,effect_sizes,sig_threshold,mult_comp_correction,power_analysis,autocorr,propensity,other_instr,other_instr_type,confidence_analysis,item_avail,item_repository,data_avail,data_repository,preregistration,prereg_repository,corresp_author,coder_comments,coder_id
"Radford, Iwasaki_2015_on_swiping_in",1,Andrew Radford; Eiichi Iwasaki,2015.0,On Swiping in English,NL & LT,http://www.jstor.org/stable/43697782,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,20,20,20,Linguists (students or otherwise),Not Reported,Not Reported,Not Reported,English,1,1,1,No,5,Within-subjects,,Not Reported,Not Reported,Not Reported,5,0,0,Not Reported,Very confident,5,5,Not Reported,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Very confident,"Experienced linguists were asked to rate sentences on a 5-point scale consisting of OK, ?, ??, ?* or *",Not Reported,Ordinal (Likert),5,Isolation,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Very confident,Other,Not Reported,Not Reported,Other,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Very confident,Published in article,,Not Reported,,Not Reported,,,"They calculated percentages of (20) respondents who rated a sentence as ok or ?, which they consider ""relatively acceptable"".

A colleague of theirs included the same sentences in a 7-point Mechanical Turk task and the results appear to be different but are not looked into further in the paper.",DD
Cat_2007_french_dislocation_without,1,Cécile De Cat,2007.0,French Dislocation without Movement,NL & LT,http://www.jstor.org/stable/20532990,acceptability judgement; acceptability rating; naturalness judgement; naturalness rating; sentence judgement; syntactic judgement,32,32,32,Not Reported,Not Reported,Not Reported,Region,"French as spoken in France, Canada, Belgium and Switzerland",1,1,Not reported,No,Not reported,Within-subjects,,Not Reported,Not Reported,Not Reported,Not reported,0,0,Not Reported,Very confident,Not reported,Not reported,Not Reported,No,Syntax,Not Reported,Not Reported,Not Reported,Not Reported,Very confident,"Participants were invited to choose a judgment from a pull-down menu  with 4 options. They were told there was no correct answer and the study aimed to survey the way people really speak.

I could say that sentence
I could say that sentence but in another context
I could never say a sentence like that, but I know that other French speakers could
That sentence is too weird. No French speaker talks like this. 

The first two options were considered to indicate acceptability. ",acceptability,Ordinal (Likert),4,Other baseline,Audio,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Other,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Very confident,Not Reported,,Not Reported,,Not Reported,,C.DeCat@leeds.ac.uk,The analysis consisted of calculating percentages.,DD
"Tsiakmakis, Borràs-Comes, Espinal_2022_greek_nonnegative_min",1,Evripidis Tsiakmakis; Joan Borràs-Comes; M. Teresa Espinal,2022.0,"Greek non-negative min, epistemic modality, and positive bias",NL & LT,https://doi.org/10.1007/s11049-022-09565-y,acceptability judgement; acceptability rating; linguistic intuition judgement; linguistic intuition rating; naturalness judgement; naturalness rating; sentence judgement; syntactic judgement,63,63,63,Not Reported,Advertisement / Word of mouth,Not Reported,Gender / Sex; Age; Other,Greek,3,1,4,Yes,4,Within-subjects,control items,Not Reported,Not Reported,Not Reported,48,0,0,Not Reported,Fairly confident,16,16,16,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,"In what follows you will be presented with a set of sentences. Every sentence is followed by a scale from 0 to 100. We ask you to use this scale to show how natural, in your opinion, each of these sentences is (0 = totally unnatural, 100 = absolutely natural)",naturalness,Continuous,100,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Mixed-Effects Regression,No,Items; Other,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Published in supplement,,Not Reported,,Not Reported,,evripidis.tsiakmakis@uab.cat,"They used mixed effects beta regression

The third experiment is a forced choice task so I have not coded that data.",DD
"Tsiakmakis, Borràs-Comes, Espinal_2022_greek_nonnegative_min",2,Evripidis Tsiakmakis; Joan Borràs-Comes; M. Teresa Espinal,2022.0,"Greek non-negative min, epistemic modality, and positive bias",NL & LT,https://doi.org/10.1007/s11049-022-09565-y,acceptability judgement; acceptability rating; linguistic intuition judgement; linguistic intuition rating; naturalness judgement; naturalness rating; sentence judgement; syntactic judgement,65,65,65,Not Reported,Advertisement / Word of mouth,Not Reported,Gender / Sex; Age; Other,Greek,3,2,4,Yes,5,Within-subjects,control items,Not Reported,Not Reported,Random,40,0,0,Not Reported,Fairly confident,20,20,20,Yes,Semantics,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,"In what follows a set of sentences will be presented to you. Every sentence is followed by a scale from 0 to 100. We ask you to use that scale to show how certain the speaker seems to be with respect to the content of each sentence (0 = not certain at all, 100 = absolutely certain).",other,Continuous,100,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Mixed-Effects Regression,No,Items; Other,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Published in supplement,,Not Reported,,Not Reported,,evripidis.tsiakmakis@uab.cat,"They used mixed effects beta regression.
I think they may have compared the critical items to the control items, but its a little hazy; same for experiment 1 of the 3.",DD
"Bernstein, Cowart, Mcdaniel_1999_bare_singular_effects",1,Judy B. Bernstein; Wayne Cowart; Dana Mcdaniel,1999.0,Bare Singular Effects in Genitive Constructions,Linguistic Inquiry,http://www.jstor.org/stable/4179075,acceptability rating; grammaticality rating; linguistic intuition rating,94,94,?,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,6 (but all reported in one section with no information on what the distinction between the experiments was),1,?,No,?,Not Reported,?,Not Reported,Not Reported,Not Reported,?,0,0,Not Reported,Not confident at all,?,?,Not Reported,No,Syntax,Not Reported,Not Reported,Not Reported,Not Reported,Not confident at all,"Not reported, but the introduction talks about ""unacceptability"".",Not Reported,Not Reported,Not reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not confident at all,Not Reported,Z-score,Not Reported,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Not confident at all,Not Reported,,Not Reported,,Not Reported,,Not reported,"The squib notes that six experiments were conducted, but given that there is hardly any information about what exactly was done and that it is unclear whether this was actually a set of six experiments or rather six between-subjects conditions, I'm only recording one experiment that summarized the little information I can get out of the squib.",LR
Snyder_2000_an_experimental_investigation,1,William Snyder,2000.0,An Experimental Investigation of Syntactic Satiation Effects,Linguistic Inquiry,http://www.jstor.org/stable/4179121,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,22,22,22,Students (non-linguists),Not Reported,Paid directly,Not Reported,English,1,1,7,No,1,Within-subjects,,Yes,Blocks,Semi-random,50,4,4,Not Reported,Slightly confident,50,50,Not Reported,Yes,Syntax,Not Reported,Other,Not Reported,Yes,Slightly confident,judgement whether item is grammatical: yes or no?,grammaticality,Dichotomous (Binary),2,Isolation,Written,No,Not Reported,Paper,Not Reported,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Fairly confident,Dichotomous,Other,Not Reported,ANOVA,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Not Reported,,Not Reported,,Not Reported,,Not reported,ANOVA was used in addition to a non-parametric test (sign test) and t-tests.,LR
Gries_1999_particle_movement_a,1,Stefan T. Gries,1999.0,Particle movement: A cognitive and functional approach,Cognitive Linguistics,https://doi.org/10.1515/cogl.1999.005,acceptability judgement; grammaticality judgement; intuitive judgement; naturalness judgement; sentence judgement; syntactic judgement,16,16,16,Not Reported,Not Reported,Not Reported,Region,English,1,1,Not Reported,No,Not Reported,Within-subjects,,Not Reported,Not Reported,Not Reported,784/16 = 49?,0,0,Not Reported,Slightly confident,Not Reported,Unclear,Not Reported,No,Syntax,Fully Constructed,Length,Not Reported,Not Reported,Slightly confident,a survey was devised in which 16 native speakers of British English were asked to judge several sentences according to their acceptability.,acceptability,Ordinal (Likert),3,Isolation,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Not Reported,,Not Reported,,Not Reported,,stgries@linguistics.ucsb.edu,,JG
Barðdal_2006_constructionspecific_properties_of,1,Jóhanna Barðdal,2006.0,Construction-specific properties of syntactic subjects in Icelandic and German,Cognitive Linguistics,https://doi.org/10.1515/COG.2006.002,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; intuitive judgment; ordinal ratings; sentence judgment; syntactic judgment,130,Unclear,130,Students (unspecified),University affiliation,Not Reported,Region,German,1,1,12?,No,12?,Within-subjects,,Not Reported,Not Reported,Not Reported,12,0,0,Yes,Fairly confident,12,12,Not Reported,Yes,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"The participants were asked to read the text and state: (i) whether the text represents idiomatic German, (ii) how they felt about the particular infinitive in question, and (iii) whether the non-finite verb is a dative-assigning verb in their language or not",other,Not Reported,3,Not Reported,Written,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Ordinal,Not Reported,Not Reported,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Published in article,,Not Reported,,Not Reported,,johanna.barddal@ugent.be,"inferential tests were conducted, but it's not clear what kind of test was used. ",JG
"Barking, Backus, Mos_2022_individual_corpus_data",1,Marie Barking; Ad Backus; Maria Mos,2022.0,Individual corpus data predict variation in judgments: testing the usage-based nature of mental representations in a language transfer setting,Cognitive Linguistics,https://doi.org/10.1515/cog-2021-0105,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating ; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,21,21,14?,Other non-students,Personal network,Not Reported,Gender / Sex; Age; Language background; Region; Education,German,1,1,4,Yes,20,Within-subjects,,Yes,Not Reported,Not Reported,80,up to 20,0,Not Reported,Fairly confident,80,80,Not Reported,Yes,Syntax,Fully Authentic,Other,Not Reported,Not Reported,Fairly confident,"They first read instructions, informing them that they were going to be presented with written German sentences and that their task was to judge whether these sentences were correct German sentences by pressing one of two buttons.",correctness,Dichotomous (Binary),2,Not Reported,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Dichotomous,Not Reported,Not Reported,Mixed-Effects Regression,No,Participant,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Corpus data from participants themselves,Fairly confident,Public Repository,https://doi.org/10.34894/CQZAAT,Public Repository,https://doi.org/10.34894/CQZAAT,Not Reported,,M.Barking@tilburguniversity.edu,Items were individualized to 8 test participants based on their own corpus examples; 13 control participants also rated items ,JG
"Francis, Matthews_2006_categoriality_and_object",1,Elaine J. Francis; Stephen Matthews,2006.0,Categoriality and Object Extraction in Cantonese Serial Verb Constructions,NL & LT,http://www.jstor.org/stable/27642839,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; ordianl ratings; sentence judgment; syntactic judgment,40,40,20,Students (non-linguists),University affiliation,Paid directly,Gender / Sex; Age; Education; Region; Language background,Cantonese ,1,1,48,No,1,Mixed,Aspect,Not Reported,Intermixed,Random,56,8,0,Not Reported,Fairly confident,48,24,32,Yes,Syntax; Semantics,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident," This is a survey about your intuitions regarding the acceptability of certain sentences in Cantonese. There are no right or wrong answers; we are only interested in your own opinions. In a moment, you will hear a series of 8 Cantonese sentences, fol lowed by another series of 56 sentences. You will be asked to rate each sentence on a scale of 1-4, where 1 means 'good' (completely acceptable, an ordinary way of speaking), and 4 means 'bad' (com pletely unacceptable, people would never say it that way). Ratings of 2 or 3 indicate intermediate degrees of goodness. After hearing each sentence, indicate your rating by clicking on the appropriate number on the screen. When you are finished with the study, please notify the laboratory assistant",acceptability,Ordinal (Likert),4,Isolation,Audio,Not Reported,Self-paced,Computer-based,Yes,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Non-parametric test,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Fairly confident,Published in article,,Not Reported,,Not Reported,,ejfranci@purdue.edu,,MJ
